NIR;T2-13;13-juil;13-oct;14-janv;14-avr;14-juil;14-oct;15-janv;15-avr;15-juil;15-oct;16-janv;16-avr;16-juil;16-oct;Orientation;CLI;EPCI;DELEGATION;zonage_3;Sexe Individu;age;Situation_familiale;Enfants_a_charge;Type_logement;QP;MDPH;Nb_enfants_charge_sens_PF
815;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Social;NANTES EST;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;31;Personne seule;Oui;Autre situation;Non;Non;
816;PPAE;PPAE;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;SUD LOIRE;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;31;Personne seule;Non;Logement privé;Non;Non;0
817;PPAE;PPAE;PPAE;PPAE;PPAE;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;PONTCHATEAU;CA CAP ATLANTIQUE;DELEGATION SAINT NAZAIRE;Littorale;Feminin;31;Personne seule;Oui;Logement social;Non;Non;
818;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Non renseigne;CHATEAUBRIANT;CC ERDRE ET GESVRES;DELEGATION CHATEAUBRIANT;Espace rural;Feminin;31;Couple;Oui;Propriétaire ou accédant;Non;Non;
819;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Non renseigne;NANTES EST;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;31;Personne seule;Oui;Autre situation;Non;Non;
820;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Non renseigne;NANTES NORD;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;31;Couple;Non;Logement social;Non;Non;
821;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Non renseigne;;;;;Feminin;31; ; ;Autre situation;Non;Non;
822;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Social;;;;;Feminin;31; ; ;Autre situation;Non;Non;
823;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Pas de contrat;Pas de contrat;Pas de contrat;Social;SAINT-NAZAIRE;CARENE;DELEGATION SAINT NAZAIRE;Littorale;Feminin;31;Couple;Oui;Autre situation;Non;Non;
824;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Droit clos refusé ou en attente;Pas de contrat;Pas de contrat;Contrat d’insertion;Contrat d’insertion;Pas de contrat;Pas de contrat;Emploi;NANTES CENTRE;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;31;Personne seule;Oui;Autre situation;Non;Non;2
825;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Social;NANTES NORD;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;31;Personne seule;Oui;Logement social;Oui;Non;2
826;PPAE;PPAE;PPAE;Pas de contrat;PPAE;PPAE;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;;;;;Feminin;30; ; ;Autre situation;Non;Non;
827;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Non renseigne;NANTES NORD;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;30;Couple;Oui;Autre situation;Non;Non;
828;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Social;CHATEAUBRIANT;CC ERDRE ET GESVRES;DELEGATION CHATEAUBRIANT;Espace rural;Feminin;30;Couple;Oui;Propriétaire ou accédant;Non;Oui;
829;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;NANTES EST;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;30;Personne seule;Non;Autre situation;Non;Non;0
830;PPAE;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;PPAE;PPAE;PPAE;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;NANTES OUEST;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;30; ; ;Autre situation;Non;Non;
831;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;Pas de contrat;PPAE;PPAE;PPAE;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;SUD LOIRE;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;30;Personne seule;Oui;Logement social;Non;Non;2
832;PPAE;PPAE;PPAE;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Pas de contrat;PPAE;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;SUD LOIRE;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;30;Personne seule;Non;Autre situation;Non;Oui;
833;PPAE;PPAE;PPAE;Contrat aidé;Contrat aidé;Contrat aidé;Contrat aidé;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;PAYS D'ANCENIS;CC DU PAYS D'ANCENIS;DELEGATION ANCENIS;Espace rural;Feminin;30;Personne seule;Oui;Logement privé;Non;Non;
834;Pas de contrat;Contrat d’insertion;Pas de contrat;Contrat d’insertion;Contrat aidé;Contrat aidé;Contrat aidé;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;PONTCHATEAU;CA CAP ATLANTIQUE;DELEGATION SAINT NAZAIRE;Littorale;Feminin;30;Personne seule;Non;Hébergement;Non;Non;0
835;PPAE;PPAE;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;PONTCHATEAU;CA CAP ATLANTIQUE;DELEGATION SAINT NAZAIRE;Littorale;Feminin;30;Couple;Non;Autre situation;Non;Non;
836;Pas de contrat;Pas de contrat;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Pas de contrat;Contrat d’insertion;Contrat d’insertion;Pas de contrat;Pas de contrat;Social;NANTES NORD;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;30;Personne seule;Non;Autre situation;Oui;Non;0
837;Pas de contrat;Pas de contrat;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Social;NANTES NORD;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;30;Personne seule;Oui;Logement social;Oui;Non;3
838;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Non renseigne;CHATEAUBRIANT;CC ERDRE ET GESVRES;DELEGATION CHATEAUBRIANT;Espace rural;Feminin;30;Personne seule;Oui;Logement privé;Non;Non;
839;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;NANTES NORD;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;30; ; ;Autre situation;Non;Non;
840;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat aidé;Contrat aidé;Social;NANTES NORD;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;30;Personne seule;Oui;Logement social;Non;Non;0
841;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Contrat d’insertion;Contrat d’insertion;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Social;NANTES OUEST;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;30;Couple;Oui;Logement social;Oui;Non;3
842;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;;;;;Feminin;30;Personne seule;Non;Autre situation;Non;Non;
843;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;Pas de contrat;Droit clos refusé ou en attente;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;NANTES OUEST;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;30;Personne seule;Non;Autre situation;Non;Non;0
844;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Contrat d’insertion;Contrat d’insertion;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Non renseigne;NANTES EST;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;29;Couple;Oui;Logement social;Oui;Non;2
845;Pas de contrat;Contrat d’insertion;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Social;NANTES CENTRE;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;29;Personne seule;Non;Autre situation;Non;Non;1
846;PPAE;PPAE;PPAE;Pas de contrat;PPAE;PPAE;PPAE;PPAE;Pas de contrat;PPAE;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;PONTCHATEAU;CC ESTUAIRE ET SILLON;DELEGATION SAINT NAZAIRE;Espace rural;Feminin;29; ; ;Autre situation;Non;Non;
847;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Emploi;CHATEAUBRIANT;CC CHATEAUBRIANT-DERVAL;DELEGATION CHATEAUBRIANT;Espace rural;Feminin;29;Personne seule;Oui;Logement privé;Non;Non;4
848;Pas de contrat;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Pas de contrat;Pas de contrat;Pas de contrat;Contrat d’insertion;Contrat aidé;Contrat aidé;Contrat aidé;Pas de contrat;Contrat aidé;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Social;SUD LOIRE;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;29;Personne seule;Oui;Logement social;Non;Non;1
849;PPAE;PPAE;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;SAINT-NAZAIRE;CARENE;DELEGATION SAINT NAZAIRE;Espace urbain;Feminin;29;Personne seule;Oui;Autre situation;Non;Non;
850;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;Emploi;NANTES NORD;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;29;Personne seule;Non;Autre situation;Oui;Non;0
851;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;Emploi;PONTCHATEAU;CA CAP ATLANTIQUE;DELEGATION SAINT NAZAIRE;Littorale;Feminin;29; ; ;Autre situation;Non;Non;
852;PPAE;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;CHATEAUBRIANT;CC DU PAYS DE REDON;DELEGATION CHATEAUBRIANT;Espace rural;Feminin;29; ; ;Autre situation;Non;Non;
853;PPAE;PPAE;PPAE;PPAE;PPAE;PPAE;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;;;;;Feminin;29; ; ;Autre situation;Non;Non;
854;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;SUD LOIRE;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;29;Personne seule;Oui;Autre situation;Non;Non;
855;Pas de contrat;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;Contrat aidé;Contrat aidé;Contrat aidé;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;NANTES CENTRE;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;29;Personne seule;Non;Autre situation;Non;Non;0
856;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Pas de contrat;Contrat d’insertion;Contrat d’insertion;Contrat d’insertion;PPAE;PPAE;Pas de contrat;Pas de contrat;Pas de contrat;Social;NANTES EST;NANTES METROPOLE;DELEGATION NANTES;Espace urbain;Feminin;29;Personne seule;Oui;Logement privé;Non;Oui;
857;PPAE;PPAE;PPAE;PPAE;PPAE;Pas de contrat;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Droit clos refusé ou en attente;Emploi;VIGNOBLE NANTAIS;CC SEVRE ET LOIRE;DELEGATION VIGNOBLE;Espace rural;Feminin;29; ; ;Autre situation;Non;Non;
